 -124.920000    48.500000      83001
 -124.920000    48.330000      83002
 -124.920000    48.170000      83003
 -124.920000    48.000000      83004
 -124.750000    47.830000      83005
 -124.500000    47.670000      83006
 -124.500000    47.500000      83007
 -124.500000    47.330000      83008
 -124.420000    47.170000      83009
 -124.250000    47.000000      83010
 -124.250000    46.830000      83011
 -124.170000    46.670000      83012
 -124.250000    46.500000      83013
 -124.250000    46.330000      83014
 -124.250000    46.170000      83015
 -124.170000    46.000000      83016
 -124.170000    45.830000      83017
 -124.170000    45.670000      83018
 -124.170000    45.500000      83019
 -124.170000    45.330000      83020
 -124.170000    45.170000      83021
 -124.250000    45.000000      83022
 -124.250000    44.830000      83023
 -124.250000    44.670000      83024
 -124.250000    44.500000      83025
 -124.250000    44.330000      83026
 -124.250000    44.170000      83027
 -124.250000    44.000000      83028
 -124.420000    43.830000      83029
 -124.420000    43.670000      83030
 -124.500000    43.500000      83031
 -124.500000    43.330000      83032
 -124.670000    43.170000      83033
 -124.670000    43.000000      83034
 -124.750000    42.830000      83035
 -124.670000    42.670000      83036
 -124.670000    42.500000      83037
 -124.670000    42.330000      83038
 -124.500000    42.170000      83039
 -124.500000    42.000000      83040
 -124.420000    41.830000      83041
 -124.250000    41.670000      83042
 -124.250000    41.500000      83043
 -124.250000    41.330000      83044
 -124.250000    41.170000      83045
 -124.250000    41.000000      83046
 -124.420000    40.830000      83047
 -124.500000    40.670000      83048
 -124.500000    40.500000      83049
 -124.500000    40.330000      83050
 -124.420000    40.170000      83051
 -124.250000    40.000000      83052
 -124.000000    39.830000      83053
 -124.000000    39.670000      83054
 -124.000000    39.500000      83055
 -124.000000    39.330000      83056
 -123.920000    39.170000      83057
 -123.920000    39.000000      83058
 -123.750000    38.830000      83059
 -123.500000    38.670000      83060
 -123.420000    38.500000      83061
 -123.250000    38.330000      83062
 -123.170000    38.170000      83063
 -123.170000    38.000000      83064
 -122.920000    37.830000      83065
 -122.670000    37.670000      83066
 -122.670000    37.500000      83067
 -122.670000    37.330000      83068
 -122.670000    37.170000      83069
 -122.500000    37.000000      83070
 -122.250000    36.920000      83071
 -122.000000    36.830000      83072
 -122.170000    36.670000      83073
 -122.170000    36.500000      83074
 -122.000000    36.330000      83075
 -121.920000    36.170000      83076
 -121.750000    36.000000      83077
 -121.670000    35.830000      83078
 -121.500000    35.670000      83079
 -121.250000    35.500000      83080
 -121.170000    35.330000      83081
 -121.000000    35.170000      83082
 -120.750000    35.000000      83083
 -120.920000    34.830000      83084
 -120.920000    34.670000      83085
 -120.750000    34.500000      83086
 -120.580000    34.420000      83087
 -120.420000    34.330000      83088
 -120.250000    34.330000      83089
 -120.000000    34.250000      83090
 -119.750000    34.250000      83091
 -119.500000    34.250000      83092
 -119.420000    34.170000      83093
 -119.500000    34.080000      83094
 -119.250000    34.000000      83095
 -119.170000    33.920000      83096
 -119.000000    33.920000      83097
 -118.750000    33.920000      83098
 -118.670000    33.830000      83099
 -118.500000    33.670000      83100
 -118.250000    33.580000      83101
 -118.000000    33.500000      83102
 -117.920000    33.330000      83103
 -117.750000    33.250000      83104
 -117.670000    33.080000      83105
 -117.500000    32.920000      83106
 -117.500000    32.750000      83107
